296,,Knaresborough Place  Earl's Court,51.49363156,-0.190603326,1,17,TRUE,FALSE,FALSE
297,,Geraldine Street  Elephant & Castle,51.49612799,-0.106000855,0,17,TRUE,FALSE,FALSE
298,,Curlew Street  Shad Thames,51.50227992,-0.074189225,7,14,TRUE,FALSE,FALSE
299,,Vincent Square  Westminster,51.49398524,-0.136928582,9,10,TRUE,FALSE,FALSE
300,,Serpentine Car Park  Hyde Park,51.50501351,-0.172729559,3,13,TRUE,FALSE,FALSE
301,,Marylebone Lane  Marylebone,51.51475963,-0.148105415,12,12,TRUE,FALSE,FALSE
302,,Fore Street Avenue  Guildhall,51.51791977,-0.090425216,20,6,TRUE,FALSE,FALSE
303,,Albert Gate  Hyde Park,51.50295379,-0.158456089,14,14,TRUE,FALSE,FALSE
304,,Cumberland Gate  Hyde Park,51.51211869,-0.16209757,13,7,TRUE,FALSE,FALSE
305,,Kennington Lane Tesco  Vauxhall,51.48677988,-0.115853961,11,4,TRUE,FALSE,FALSE
307,,Black Lion Gate  Kensington Gardens,51.50990837,-0.187842717,0,24,TRUE,FALSE,FALSE
308,,Long Lane   Bermondsey,51.49907558,-0.085666316,2,18,TRUE,FALSE,FALSE
309,,Embankment (Savoy)  Strand,51.50963123,-0.119047563,41,1,TRUE,FALSE,FALSE
310,,Black Prince Road  Vauxhall,51.4908679,-0.116911864,10,9,TRUE,FALSE,FALSE
311,,Foley Street  Fitzrovia,51.51918144,-0.140485596,14,10,TRUE,FALSE,FALSE
312,,Grove End Road  St. John's Wood,51.53088935,-0.176770502,0,19,TRUE,FALSE,FALSE
313,,Wells Street  Fitzrovia ,51.51734403,-0.138072691,25,13,TRUE,FALSE,FALSE
314,,Tyers Gate  Bermondsey,51.50088934,-0.083159352,33,3,TRUE,FALSE,FALSE
315,,The Tennis Courts  Regent's Park,51.52536703,-0.153463612,1,15,TRUE,FALSE,FALSE
316,,Palace Gate  Kensington Gardens,51.50204238,-0.184400221,4,12,TRUE,FALSE,FALSE
317,,Dickens Square  Borough,51.49679128,-0.093913472,19,13,TRUE,FALSE,FALSE
318,,Sackville Street  Mayfair,51.51004801,-0.138846453,15,3,TRUE,FALSE,FALSE
319,,Baldwin Street  St. Luke's,51.52702563,-0.088542771,7,14,TRUE,FALSE,FALSE
320,,Queen Mother Sports Centre  Victoria,51.49357351,-0.139956043,4,22,TRUE,FALSE,FALSE
321,,Bermondsey Street  Bermondsey,51.49785559,-0.081608045,2,22,TRUE,FALSE,FALSE
322,,Speakers' Corner 1  Hyde Park,51.51222,-0.160785,15,10,TRUE,FALSE,FALSE
323,,Speakers' Corner 2  Hyde Park,51.512303,-0.159988,11,9,TRUE,FALSE,FALSE
324,,Ontario Street  Elephant & Castle,51.49652013,-0.101384068,6,9,TRUE,FALSE,FALSE
325,,St. Martin's Street  West End,51.50908747,-0.129697889,18,0,TRUE,FALSE,FALSE
326,,Graham Street  Angel,51.53266186,-0.099981142,1,25,TRUE,FALSE,FALSE
327,,New North Road 1  Hoxton,51.53114,-0.086016,8,14,TRUE,FALSE,FALSE
328,,New North Road 2  Hoxton,51.53095,-0.085603,2,20,TRUE,FALSE,FALSE
329,,Prince Albert Road  Regent's Park,51.53589283,-0.160854428,1,23,TRUE,FALSE,FALSE
330,,Eastbourne Mews  Paddington,51.51641749,-0.179135079,3,31,TRUE,FALSE,FALSE
331,,Bunhill Row  Moorgate,51.52085887,-0.089887855,28,2,TRUE,FALSE,FALSE
332,,Nevern Place  Earl's Court,51.49334336,-0.194757949,5,15,TRUE,FALSE,FALSE
333,,Palace Gardens Terrace  Notting Hill,51.50860544,-0.193764092,0,22,TRUE,FALSE,FALSE
334,,Concert Hall Approach 1  South Bank,51.505044,-0.115851,9,1,TRUE,FALSE,TRUE
335,,Tavistock Street  Covent Garden,51.51196803,-0.120718759,33,0,TRUE,FALSE,FALSE
336,,Concert Hall Approach 2  South Bank,51.504942,-0.115533,9,9,TRUE,FALSE,TRUE
337,,Pembridge Road  Notting Hill,51.51108452,-0.197524944,0,16,TRUE,FALSE,FALSE
338,,Wellington Street   Strand,51.51175646,-0.119643424,10,5,TRUE,FALSE,FALSE
339,,Risinghill Street  Angel,51.5333196,-0.111781191,1,24,TRUE,FALSE,FALSE
340,,Bank of England Museum  Bank,51.51444134,-0.087587447,14,2,TRUE,FALSE,FALSE
341,,Craven Street  Strand,51.50810309,-0.12602103,2,21,TRUE,FALSE,FALSE
343,,Gloucester Slips Car Park  Regent's Park,51.53692216,-0.150181444,1,35,TRUE,FALSE,FALSE
344,,Goswell Road (City Uni)  Finsbury,51.528246,-0.10102611,9,8,TRUE,FALSE,FALSE
345,,Flood Street  Chelsea,51.48802358,-0.166878535,17,1,TRUE,FALSE,FALSE
347,,Lower Marsh  Waterloo,51.50013942,-0.113936001,9,8,TRUE,FALSE,TRUE
348,,Grosvenor Square  Mayfair,51.51217033,-0.150481272,17,0,TRUE,FALSE,FALSE
349,,St. George Street  Mayfair,51.51196,-0.142783033,13,5,TRUE,FALSE,FALSE
350,,Queen's Gate  Kensington Gardens,51.50171544,-0.179854184,19,2,TRUE,FALSE,FALSE
351,,Macclesfield Rd  St Lukes,51.529423,-0.097122,7,21,TRUE,FALSE,FALSE
352,,Vauxhall Street  Vauxhall,51.487727,-0.116928,12,7,TRUE,FALSE,FALSE
353,,Greycoat Street   Westminster,51.49459148,-0.134234258,3,14,TRUE,FALSE,FALSE
354,,Northumberland Avenue  Strand,51.506767,-0.123702,24,13,TRUE,FALSE,FALSE
355,,Oval Way  Lambeth,51.486575,-0.117286,18,3,TRUE,FALSE,FALSE
154,,Howick Place  Westminster,51.49675303,-0.138733562,28,0,TRUE,FALSE,FALSE
